tamil,brahmi
பண்டுஇயையச் சொல்லிய சொற்பழுதால் மாக்கடல்,𑀧𑀡𑀺𑀝𑀼𑀇𑀬𑁄𑀬𑀘𑀺 𑀘𑁅𑀮𑀺𑀮𑀺𑀬 𑀘𑁅𑀭𑁆𑀭𑀺𑀧𑀰𑀼𑀢𑀸𑀮𑀺 𑀫𑀸𑀓𑀺𑀓𑀝𑀮𑀺
கண்டுஇயைய மாந்திக்கால் வீழ்த்து இருண்டு எண்திசையும்,𑀓𑀡𑀺𑀝𑀼𑀇𑀬𑁄𑀬 𑀫𑀸𑀦𑀺𑀢𑀺𑀓𑀺𑀓𑀸𑀮𑀺 𑀯𑀻𑀰𑀺𑀢𑀺𑀢𑀼 𑀇𑀭𑀼𑀡𑀺𑀝𑀼 𑀏𑀡𑀺𑀢𑀺𑀘𑁄𑀬𑀼𑀫𑀺
கார்தோன்றக் காதலர் தேர்தோன்றா தாகவே,𑀓𑀸𑀭𑀺𑀢𑁆𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀓𑀺 𑀓𑀸𑀢𑀮𑀭𑀺 𑀢𑁃𑀭𑀺𑀢𑁆𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀸 𑀢𑀸𑀓𑀯𑁃
பீர்தோன்றி நீர்தோன்றும் கண்,𑀧𑀻𑀭𑀺𑀢𑁆𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀺 𑀦𑀻𑀭𑀺𑀢𑁆𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀼𑀫𑀺 𑀓𑀡𑀺
வண்டினம் வௌவாத ஆம்பலும் வாரிதழான்,𑀯𑀡𑀺𑀝𑀺𑀦𑁆𑀦𑀫𑀺 𑀯𑁇𑀯𑀸𑀢 𑀆𑀫𑀺𑀧𑀮𑀼𑀫𑀺 𑀯𑀸𑀭𑀺𑀢𑀰𑀸𑀦𑁆𑀦𑀺
வண்டினம் வாய்வீழா மாலையும் வண்டினம்,𑀯𑀡𑀺𑀝𑀺𑀦𑁆𑀦𑀫𑀺 𑀯𑀸𑀬𑀺𑀯𑀻𑀰𑀸 𑀫𑀸𑀮𑁄𑀬𑀼𑀫𑀺 𑀯𑀡𑀺𑀝𑀺𑀦𑁆𑀦𑀫𑀺
ஆராத பூந்தார் அணிதேரான் தான்போத,𑀆𑀭𑀸𑀢 𑀧𑀽𑀦𑀺𑀢𑀸𑀭𑀺 𑀅𑀡𑀺𑀢𑁃𑀭𑀸𑀦𑁆𑀦𑀺 𑀢𑀸𑀦𑁆𑀦𑀺𑀧𑁆𑀢
வாராத நாளே வரும்,𑀯𑀸𑀭𑀸𑀢 𑀦𑀸𑀴𑁃 𑀯𑀭𑀼𑀫𑀺
மான்எங்கும் தம்பிணையோடு ஆட மறிஉகள,𑀫𑀸𑀦𑁆𑀦𑀺𑀏𑀗𑀺𑀓𑀼𑀫𑀺 𑀢𑀫𑀺𑀧𑀺𑀡𑁄𑀬𑁆𑀝𑀼 𑀆𑀝 𑀫𑀭𑁆𑀭𑀺𑀉𑀓𑀴
வான்எங்கும் வாய்த்து வளம்கொடுப்பக் கான்எங்கும்,𑀯𑀸𑀦𑁆𑀦𑀺𑀏𑀗𑀺𑀓𑀼𑀫𑀺 𑀯𑀸𑀬𑀺𑀢𑀺𑀢𑀼 𑀯𑀴𑀫𑀺𑀓𑁅𑀝𑀼𑀧𑀺𑀧𑀓𑀺 𑀓𑀸𑀦𑁆𑀦𑀺𑀏𑀗𑀺𑀓𑀼𑀫𑀺
தேனிறுத்த வண்டோடு தீதா எனத்தேராது,𑀢𑁃𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀼𑀢𑀺𑀢 𑀯𑀡𑀺𑀝𑁆𑀝𑀼 𑀢𑀻𑀢𑀸 𑀏𑀦𑁆𑀦𑀢𑀺𑀢𑁃𑀭𑀸𑀢𑀼
யானிறுத்தேன் ஆவி இதற்கு,𑀬𑀸𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀼𑀢𑀺𑀢𑁃𑀦𑁆𑀦𑀺 𑀆𑀯𑀺 𑀇𑀢𑀭𑁆𑀭𑀺𑀓𑀼
ஒருவந்தம் அன்றால் உறைமுதிரா நீரால்,𑀒𑀭𑀼𑀯𑀦𑀺𑀢𑀫𑀺 𑀅𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀸𑀮𑀺 𑀉𑀭𑁆𑀭𑁄𑀫𑀼𑀢𑀺𑀭𑀸 𑀦𑀻𑀭𑀸𑀮𑀺
கருமம்தான் கண்டழிவு கொல்லோ பருவந்தான்,𑀓𑀭𑀼𑀫𑀫𑀺𑀢𑀸𑀦𑁆𑀦𑀺 𑀓𑀡𑀺𑀝𑀰𑀺𑀯𑀼 𑀓𑁅𑀮𑀺𑀮𑁆 𑀧𑀭𑀼𑀯𑀦𑀺𑀢𑀸𑀦𑁆𑀦𑀺
பட்டின்றே என்றி பணைத் தோளாய் கண்ணீரால்,𑀧𑀝𑀺𑀝𑀺𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑁃 𑀏𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀺 𑀧𑀡𑁄𑀢𑀺 𑀢𑁆𑀴𑀸𑀬𑀺 𑀓𑀡𑀺𑀡𑀻𑀭𑀸𑀮𑀺
அட்டினேன் ஆவி அதற்கு,𑀅𑀝𑀺𑀝𑀺𑀦𑁆𑀦𑁃𑀦𑁆𑀦𑀺 𑀆𑀯𑀺 𑀅𑀢𑀭𑁆𑀭𑀺𑀓𑀼
ஐந்துருவின் வில்லெழுத நாற்றிசைக்கும் முந்நீரை,𑀑𑀦𑀺𑀢𑀼𑀭𑀼𑀯𑀺𑀦𑁆𑀦𑀺 𑀯𑀺𑀮𑀺𑀮𑁂𑀰𑀼𑀢 𑀦𑀸𑀭𑁆𑀭𑀺𑀭𑁆𑀭𑀺𑀘𑁄𑀓𑀺𑀓𑀼𑀫𑀺 𑀫𑀼𑀦𑀺𑀦𑀻𑀭𑁄
இந்துருவின் மாந்தி இருங்கொண்மூ முந்துருவின்,𑀇𑀦𑀺𑀢𑀼𑀭𑀼𑀯𑀺𑀦𑁆𑀦𑀺 𑀫𑀸𑀦𑀺𑀢𑀺 𑀇𑀭𑀼𑀗𑀺𑀓𑁅𑀡𑀺𑀫𑀽 𑀫𑀼𑀦𑀺𑀢𑀼𑀭𑀼𑀯𑀺𑀦𑁆𑀦𑀺
ஒன்றாய் உருமுடைத்தாய் பெய்வான்போல் பூக்கென்று,𑀒𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀸𑀬𑀺 𑀉𑀭𑀼𑀫𑀼𑀝𑁄𑀢𑀺𑀢𑀸𑀬𑀺 𑀧𑁂𑀬𑀺𑀯𑀸𑀦𑁆𑀦𑀺𑀧𑁆𑀮𑀺 𑀧𑀽𑀓𑀺𑀓𑁂𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀼
கொன்றாய்கொன் றாய்என் குழைத்து,𑀓𑁅𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀸𑀬𑀺𑀓𑁅𑀦𑁆𑀦𑀺 𑀭𑁆𑀭𑀸𑀬𑀺𑀏𑀦𑁆𑀦𑀺 𑀓𑀼𑀰𑁄𑀢𑀺𑀢𑀼
எல்லை தருவான் கதிர் பருகி யீன்றகார்,𑀏𑀮𑀺𑀮𑁄 𑀢𑀭𑀼𑀯𑀸𑀦𑁆𑀦𑀺 𑀓𑀢𑀺𑀭𑀺 𑀧𑀭𑀼𑀓𑀺 𑀬𑀻𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀓𑀸𑀭𑀺
கொல்லைதரு வான்கொடிகள் ஏறுவகாண் முல்லை,𑀓𑁅𑀮𑀺𑀮𑁄𑀢𑀭𑀼 𑀯𑀸𑀦𑁆𑀦𑀺𑀓𑁅𑀝𑀺𑀓𑀴𑀺 𑀐𑀭𑁆𑀭𑀼𑀯𑀓𑀸𑀡𑀺 𑀫𑀼𑀮𑀺𑀮𑁄
பெருந்தண் தளவொடுதம் கேளிரைப்போல் காணாய்,𑀧𑁂𑀭𑀼𑀦𑀺𑀢𑀡𑀺 𑀢𑀴𑀯𑁅𑀝𑀼𑀢𑀫𑀺 𑀓𑁃𑀴𑀺𑀭𑁄𑀧𑀺𑀧𑁆𑀮𑀺 𑀓𑀸𑀡𑀸𑀬𑀺
குருந்துஅங்கு ஒடுங்கழுத்தம் கொண்டு,𑀓𑀼𑀭𑀼𑀦𑀺𑀢𑀼𑀅𑀗𑀺𑀓𑀼 𑀒𑀝𑀼𑀗𑀺𑀓𑀰𑀼𑀢𑀺𑀢𑀫𑀺 𑀓𑁅𑀡𑀺𑀝𑀼
என்னரே ஏற்ற துணைப்பிரிந்தார் ஆற்றென்பார்,𑀏𑀦𑁆𑀦𑀺𑀦𑁆𑀦𑀭𑁃 𑀐𑀭𑁆𑀭𑀺𑀭𑁆𑀭 𑀢𑀼𑀡𑁄𑀧𑀺𑀧𑀺𑀭𑀺𑀦𑀺𑀢𑀸𑀭𑀺 𑀆𑀭𑁆𑀭𑀺𑀭𑁆𑀭𑁂𑀦𑁆𑀦𑀺𑀧𑀸𑀭𑀺
அன்னரே யாவர் அவரவர்க்கு முன்னரே,𑀅𑀦𑁆𑀦𑀺𑀦𑁆𑀦𑀭𑁃 𑀬𑀸𑀯𑀭𑀺 𑀅𑀯𑀭𑀯𑀭𑀺𑀓𑀺𑀓𑀼 𑀫𑀼𑀦𑁆𑀦𑀺𑀦𑁆𑀦𑀭𑁃
வந்துஆரம் தேங்கா வருமுல்லை சேர்தீந்தேன்,𑀯𑀦𑀺𑀢𑀼𑀆𑀭𑀫𑀺 𑀢𑁃𑀗𑀺𑀓𑀸 𑀯𑀭𑀼𑀫𑀼𑀮𑀺𑀮𑁄 𑀘𑁃𑀭𑀺𑀢𑀻𑀦𑀺𑀢𑁃𑀦𑁆𑀦𑀺
கந்தாரம் பாடுங் களித்து,𑀓𑀦𑀺𑀢𑀸𑀭𑀫𑀺 𑀧𑀸𑀝𑀼𑀗𑀺 𑀓𑀴𑀺𑀢𑀺𑀢𑀼
கருவுற்ற காயாக் கணமயிலென்று றஞ்சி,𑀓𑀭𑀼𑀯𑀼𑀭𑁆𑀭𑀺𑀭𑁆𑀭 𑀓𑀸𑀬𑀸𑀓𑀺 𑀓𑀡𑀫𑀬𑀺𑀮𑁂𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀼 𑀭𑁆𑀭𑀜𑀺𑀘𑀺
உருமுஉற்ற பூங்கோடல் ஓடி உருமுற்ற,𑀉𑀭𑀼𑀫𑀼𑀉𑀭𑁆𑀭𑀺𑀭𑁆𑀭 𑀧𑀽𑀗𑀺𑀓𑁆𑀝𑀮𑀺 𑀓𑀝𑀺 𑀉𑀭𑀼𑀫𑀼𑀭𑁆𑀭𑀺𑀭𑁆𑀭
ஐந்தலை நாகம் புரையும் மணிக்கார்தான்,𑀑𑀦𑀺𑀢𑀮𑁄 𑀦𑀸𑀓𑀫𑀺 𑀧𑀼𑀭𑁄𑀬𑀼𑀫𑀺 𑀫𑀡𑀺𑀓𑀺𑀓𑀸𑀭𑀺𑀢𑀸𑀦𑁆𑀦𑀺
எந்தலையே வந்தது இனி,𑀏𑀦𑀺𑀢𑀮𑁄𑀬𑁃 𑀯𑀦𑀺𑀢𑀢𑀼 𑀇𑀦𑁆𑀦𑀺
கண்ணுள வாயின் முலையல்லை காணலாம்,𑀓𑀡𑀺𑀡𑀼𑀴 𑀯𑀸𑀬𑀺𑀦𑁆𑀦𑀺 𑀫𑀼𑀮𑁄𑀬𑀮𑀺𑀮𑁄 𑀓𑀸𑀡𑀮𑀸𑀫𑀺
எண்ணுள வாயின் இறவாவால் எண்ணுளவா,𑀏𑀡𑀺𑀡𑀼𑀴 𑀯𑀸𑀬𑀺𑀦𑁆𑀦𑀺 𑀇𑀭𑁆𑀭𑀯𑀸𑀯𑀸𑀮𑀺 𑀏𑀡𑀺𑀡𑀼𑀴𑀯𑀸
அன்றொழிய நோய்மொழிச்சார் வாகாது உருமுடை வான்,𑀅𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑁅𑀰𑀺𑀬 𑀦𑁆𑀬𑀺𑀫𑁅𑀰𑀺𑀘𑀺𑀘𑀸𑀭𑀺 𑀯𑀸𑀓𑀸𑀢𑀼 𑀉𑀭𑀼𑀫𑀼𑀝𑁄 𑀯𑀸𑀦𑁆𑀦𑀺
ஒன்றொழிய நோய்செய்த வாறு,𑀒𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑁅𑀰𑀺𑀬 𑀦𑁆𑀬𑀺𑀘𑁂𑀬𑀺𑀢 𑀯𑀸𑀭𑁆𑀭𑀼
என்போல் இகுளை இருங்கடல் மாந்தியகார்,𑀏𑀦𑁆𑀦𑀺𑀧𑁆𑀮𑀺 𑀇𑀓𑀼𑀴𑁄 𑀇𑀭𑀼𑀗𑀺𑀓𑀝𑀮𑀺 𑀫𑀸𑀦𑀺𑀢𑀺𑀬𑀓𑀸𑀭𑀺
பொன்போல்தார் கொன்றை புரிந்தன பொன்போல்,𑀧𑁅𑀦𑁆𑀦𑀺𑀧𑁆𑀮𑀺𑀢𑀸𑀭𑀺 𑀓𑁅𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑁄 𑀧𑀼𑀭𑀺𑀦𑀺𑀢𑀦𑁆𑀦 𑀧𑁅𑀦𑁆𑀦𑀺𑀧𑁆𑀮𑀺
துணைபிரிந்து வாழ்கின்றார் தோன்றுவர் தோன்றார்,𑀢𑀼𑀡𑁄𑀧𑀺𑀭𑀺𑀦𑀺𑀢𑀼 𑀯𑀸𑀰𑀺𑀓𑀺𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀸𑀭𑀺 𑀢𑁆𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀼𑀯𑀭𑀺 𑀢𑁆𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀸𑀭𑀺
இணைபிரிந்து வாழ்வர் இனி,𑀇𑀡𑁄𑀧𑀺𑀭𑀺𑀦𑀺𑀢𑀼 𑀯𑀸𑀰𑀺𑀯𑀭𑀺 𑀇𑀦𑁆𑀦𑀺
பெரியார் பெருமை பெரிதே இடர்க்காண்,𑀧𑁂𑀭𑀺𑀬𑀸𑀭𑀺 𑀧𑁂𑀭𑀼𑀫𑁄 𑀧𑁂𑀭𑀺𑀢𑁃 𑀇𑀝𑀭𑀺𑀓𑀺𑀓𑀸𑀡𑀺
அரியார் எளியரென்று ஆற்றாப் பரிவாய்த்,𑀅𑀭𑀺𑀬𑀸𑀭𑀺 𑀏𑀴𑀺𑀬𑀭𑁂𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀼 𑀆𑀭𑁆𑀭𑀺𑀭𑁆𑀭𑀸𑀧𑀺 𑀧𑀭𑀺𑀯𑀸𑀬𑀺𑀢𑀺
தலையழுங்க தண்தளவம் தாம்நகக்கண்டு ஆற்றா,𑀢𑀮𑁄𑀬𑀰𑀼𑀗𑀺𑀓 𑀢𑀡𑀺𑀢𑀴𑀯𑀫𑀺 𑀢𑀸𑀫𑀺𑀦𑀓𑀓𑀺𑀓𑀡𑀺𑀝𑀼 𑀆𑀭𑁆𑀭𑀺𑀭𑁆𑀭𑀸
மலையழுத சால மருண்டு,𑀫𑀮𑁄𑀬𑀰𑀼𑀢 𑀘𑀸𑀮 𑀫𑀭𑀼𑀡𑀺𑀝𑀼
கானம் கடியரங்காக் கைம்மறிப்பக் கோடலார்,𑀓𑀸𑀦𑁆𑀦𑀫𑀺 𑀓𑀝𑀺𑀬𑀭𑀗𑀺𑀓𑀸𑀓𑀺 𑀓𑁄𑀫𑀺𑀫𑀭𑁆𑀭𑀺𑀧𑀺𑀧𑀓𑀺 𑀓𑁆𑀝𑀮𑀸𑀭𑀺
வானம் விளிப்பவண்டு யாழாக வேனல்,𑀯𑀸𑀦𑁆𑀦𑀫𑀺 𑀯𑀺𑀴𑀺𑀧𑀺𑀧𑀯𑀡𑀺𑀝𑀼 𑀬𑀸𑀰𑀸𑀓 𑀯𑁃𑀦𑁆𑀦𑀮𑀺
வளரா மயிலாட வாட்கண்ணாய் சொல்லாய்,𑀯𑀴𑀭𑀸 𑀫𑀬𑀺𑀮𑀸𑀝 𑀯𑀸𑀝𑀺𑀓𑀡𑀺𑀡𑀸𑀬𑀺 𑀘𑁅𑀮𑀺𑀮𑀸𑀬𑀺
உளராகி உய்யும் வகை,𑀉𑀴𑀭𑀸𑀓𑀺 𑀉𑀬𑀺𑀬𑀼𑀫𑀺 𑀯𑀓𑁄
தேரோன் மலைமறையத் தீங்குழல் வெய்தாக,𑀢𑁃𑀭𑁆𑀦𑁆𑀦𑀺 𑀫𑀮𑁄𑀫𑀭𑁆𑀭𑁄𑀬𑀢𑀺 𑀢𑀻𑀗𑀺𑀓𑀼𑀰𑀮𑀺 𑀯𑁂𑀬𑀺𑀢𑀸𑀓
வாரான் விடுவானோ வாட்கண்ணாய் காராய்,𑀯𑀸𑀭𑀸𑀦𑁆𑀦𑀺 𑀯𑀺𑀝𑀼𑀯𑀸𑀦𑁆𑀦𑁆 𑀯𑀸𑀝𑀺𑀓𑀡𑀺𑀡𑀸𑀬𑀺 𑀓𑀸𑀭𑀸𑀬𑀺
குருந்தோடு முல்லை குலைத்தனகாண் நாமும்,𑀓𑀼𑀭𑀼𑀦𑀺𑀢𑁆𑀝𑀼 𑀫𑀼𑀮𑀺𑀮𑁄 𑀓𑀼𑀮𑁄𑀢𑀺𑀢𑀦𑁆𑀦𑀓𑀸𑀡𑀺 𑀦𑀸𑀫𑀼𑀫𑀺
விருந்தோடு நிற்றல் விதி,𑀯𑀺𑀭𑀼𑀦𑀺𑀢𑁆𑀝𑀼 𑀦𑀺𑀭𑁆𑀭𑀺𑀭𑁆𑀭𑀮𑀺 𑀯𑀺𑀢𑀺
பறியோலை மேலொடு கீழா இடையர்,𑀧𑀭𑁆𑀭𑀺𑀬𑁆𑀮𑁄 𑀫𑁃𑀮𑁅𑀝𑀼 𑀓𑀻𑀰𑀸 𑀇𑀝𑁄𑀬𑀭𑀺
பிறியோலை பேர்த்து விளியாக் கதிப்ப,𑀧𑀺𑀭𑁆𑀭𑀺𑀬𑁆𑀮𑁄 𑀧𑁃𑀭𑀺𑀢𑀺𑀢𑀼 𑀯𑀺𑀴𑀺𑀬𑀸𑀓𑀺 𑀓𑀢𑀺𑀧𑀺𑀧
நரியுளையும் யாமத்தும் தோன்றாரால் அன்னாய்,𑀦𑀭𑀺𑀬𑀼𑀴𑁄𑀬𑀼𑀫𑀺 𑀬𑀸𑀫𑀢𑀺𑀢𑀼𑀫𑀺 𑀢𑁆𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀸𑀭𑀸𑀮𑀺 𑀅𑀦𑁆𑀦𑀺𑀦𑁆𑀦𑀸𑀬𑀺
விரியுளைமான் தேர்மேல்கொண் டார்,𑀯𑀺𑀭𑀺𑀬𑀼𑀴𑁄𑀫𑀸𑀦𑁆𑀦𑀺 𑀢𑁃𑀭𑀺𑀫𑁃𑀮𑀺𑀓𑁅𑀡𑀺 𑀝𑀸𑀭𑀺
பாத்துப் படுகடல் மாந்திய பல்கொண்மூக்,𑀧𑀸𑀢𑀺𑀢𑀼𑀧𑀺 𑀧𑀝𑀼𑀓𑀝𑀮𑀺 𑀫𑀸𑀦𑀺𑀢𑀺𑀬 𑀧𑀮𑀺𑀓𑁅𑀡𑀺𑀫𑀽𑀓𑀺
காத்துக் கனைதுளி சிந்தாமைப் பூத்துக்,𑀓𑀸𑀢𑀺𑀢𑀼𑀓𑀺 𑀓𑀦𑁆𑀦𑁄𑀢𑀼𑀴𑀺 𑀘𑀺𑀦𑀺𑀢𑀸𑀫𑁄𑀧𑀺 𑀧𑀽𑀢𑀺𑀢𑀼𑀓𑀺
குருந்தே பருவங் குறித்துவளை நைந்து,𑀓𑀼𑀭𑀼𑀦𑀺𑀢𑁃 𑀧𑀭𑀼𑀯𑀗𑀺 𑀓𑀼𑀭𑁆𑀭𑀺𑀢𑀺𑀢𑀼𑀯𑀴𑁄 𑀦𑁄𑀦𑀺𑀢𑀼
வருந்தேயென் றாய்நீ வரைந்து,𑀯𑀭𑀼𑀦𑀺𑀢𑁃𑀬𑁂𑀦𑁆𑀦𑀺 𑀭𑁆𑀭𑀸𑀬𑀺𑀦𑀻 𑀯𑀭𑁄𑀦𑀺𑀢𑀼
படுந்தடங்கண் பல்பணைபோல் வான்முழங்க மேலும்,𑀧𑀝𑀼𑀦𑀺𑀢𑀝𑀗𑀺𑀓𑀡𑀺 𑀧𑀮𑀺𑀧𑀡𑁄𑀧𑁆𑀮𑀺 𑀯𑀸𑀦𑁆𑀦𑀺𑀫𑀼𑀰𑀗𑀺𑀓 𑀫𑁃𑀮𑀼𑀫𑀺
கொடுந்தடங்கண் கூற்றுமின் ஆக நெடுந்தடங்கண்,𑀓𑁅𑀝𑀼𑀦𑀺𑀢𑀝𑀗𑀺𑀓𑀡𑀺 𑀓𑀽𑀭𑁆𑀭𑀺𑀭𑁆𑀭𑀼𑀫𑀺𑀦𑁆𑀦𑀺 𑀆𑀓 𑀦𑁂𑀝𑀼𑀦𑀺𑀢𑀝𑀗𑀺𑀓𑀡𑀺
நீர்நின்ற நோக்கின் நெடும்பணை மென்தோளாட்குத்,𑀦𑀻𑀭𑀺𑀦𑀺𑀦𑁆𑀦𑀺𑀭𑁆𑀭 𑀦𑁆𑀓𑀺𑀓𑀺𑀦𑁆𑀦𑀺 𑀦𑁂𑀝𑀼𑀫𑀺𑀧𑀡𑁄 𑀫𑁂𑀦𑁆𑀦𑀺𑀢𑁆𑀴𑀸𑀝𑀺𑀓𑀼𑀢𑀺
தேர் நின்றது என்னாய் திரிந்து,𑀢𑁃𑀭𑀺 𑀦𑀺𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀢𑀼 𑀏𑀦𑁆𑀦𑀺𑀦𑁆𑀦𑀸𑀬𑀺 𑀢𑀺𑀭𑀺𑀦𑀺𑀢𑀼
குருந்தே கொடிமுல்லாய் கொன்றாய் தளவே,𑀓𑀼𑀭𑀼𑀦𑀺𑀢𑁃 𑀓𑁅𑀝𑀺𑀫𑀼𑀮𑀺𑀮𑀸𑀬𑀺 𑀓𑁅𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀸𑀬𑀺 𑀢𑀴𑀯𑁃
முருந்தேய் எயிறொடுதார் பூப்பித்து இருந்தே,𑀫𑀼𑀭𑀼𑀦𑀺𑀢𑁃𑀬𑀺 𑀏𑀬𑀺𑀭𑁆𑀭𑁅𑀝𑀼𑀢𑀸𑀭𑀺 𑀧𑀽𑀧𑀺𑀧𑀺𑀢𑀺𑀢𑀼 𑀇𑀭𑀼𑀦𑀺𑀢𑁃
அரும்புஈர் முலையாள் அணிகுழல்தாழ் வேய்த்தோள்,𑀅𑀭𑀼𑀫𑀺𑀧𑀼𑀈𑀭𑀺 𑀫𑀼𑀮𑁄𑀬𑀸𑀴𑀺 𑀅𑀡𑀺𑀓𑀼𑀰𑀮𑀺𑀢𑀸𑀰𑀺 𑀯𑁃𑀬𑀺𑀢𑀺𑀢𑁆𑀴𑀺
பெரும்பீர் பசப்பித்தீர் பேர்ந்து,𑀧𑁂𑀭𑀼𑀫𑀺𑀧𑀻𑀭𑀺 𑀧𑀘𑀧𑀺𑀧𑀺𑀢𑀺𑀢𑀻𑀭𑀺 𑀧𑁃𑀭𑀺𑀦𑀺𑀢𑀼
கதநாகம் புற்றிடையக் காரேறு சீற,𑀓𑀢𑀦𑀸𑀓𑀫𑀺 𑀧𑀼𑀭𑁆𑀭𑀺𑀭𑁆𑀭𑀺𑀝𑁄𑀬𑀓𑀺 𑀓𑀸𑀭𑁃𑀭𑁆𑀭𑀼 𑀘𑀻𑀭𑁆𑀭
மதநாகம் மாறு முழங்கப் புதல்நாகம்,𑀫𑀢𑀦𑀸𑀓𑀫𑀺 𑀫𑀸𑀭𑁆𑀭𑀼 𑀫𑀼𑀰𑀗𑀺𑀓𑀧𑀺 𑀧𑀼𑀢𑀮𑀺𑀦𑀸𑀓𑀫𑀺
பொன்பயந்த வெள்ளி புறமாகப் பூங்கோதாய்,𑀧𑁅𑀦𑁆𑀦𑀺𑀧𑀬𑀦𑀺𑀢 𑀯𑁂𑀴𑀺𑀴𑀺 𑀧𑀼𑀭𑁆𑀭𑀫𑀸𑀓𑀧𑀺 𑀧𑀽𑀗𑀺𑀓𑁆𑀢𑀸𑀬𑀺
என்பசந்த மென்தோள் இனி,𑀏𑀦𑁆𑀦𑀺𑀧𑀘𑀦𑀺𑀢 𑀫𑁂𑀦𑁆𑀦𑀺𑀢𑁆𑀴𑀺 𑀇𑀦𑁆𑀦𑀺
கார்தோன்றிப் பூவுற்ற காந்தள் முகைவிளக்குப்,𑀓𑀸𑀭𑀺𑀢𑁆𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀺𑀧𑀺 𑀧𑀽𑀯𑀼𑀭𑁆𑀭𑀺𑀭𑁆𑀭 𑀓𑀸𑀦𑀺𑀢𑀴𑀺 𑀫𑀼𑀓𑁄𑀯𑀺𑀴𑀓𑀺𑀓𑀼𑀧𑀺
பீர்தோன்றித் தூண்டுவாள் மெல் விரல்போல் நீர் தோன்றித்,𑀧𑀻𑀭𑀺𑀢𑁆𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀺𑀢𑀺 𑀢𑀽𑀡𑀺𑀝𑀼𑀯𑀸𑀴𑀺 𑀫𑁂𑀮𑀺 𑀯𑀺𑀭𑀮𑀺𑀧𑁆𑀮𑀺 𑀦𑀻𑀭𑀺 𑀢𑁆𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀺𑀢𑀺
தன்பருவம் செய்தது கானம் தடங்கண்ணாய்,𑀢𑀦𑁆𑀦𑀺𑀧𑀭𑀼𑀯𑀫𑀺 𑀘𑁂𑀬𑀺𑀢𑀢𑀼 𑀓𑀸𑀦𑁆𑀦𑀫𑀺 𑀢𑀝𑀗𑀺𑀓𑀡𑀺𑀡𑀸𑀬𑀺
என்பருவம் அன்றுஎன்றி இன்று,𑀏𑀦𑁆𑀦𑀺𑀧𑀭𑀼𑀯𑀫𑀺 𑀅𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀼𑀏𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀺 𑀇𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀼
உகவும்கள் அன்றென்பார் ஊரார் அதனைத்,𑀉𑀓𑀯𑀼𑀫𑀺𑀓𑀴𑀺 𑀅𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑁂𑀦𑁆𑀦𑀺𑀧𑀸𑀭𑀺 𑀊𑀭𑀸𑀭𑀺 𑀅𑀢𑀦𑁆𑀦𑁄𑀢𑀺
தகவு தகவனென்று ஓரேன் தகவேகொல்,𑀢𑀓𑀯𑀼 𑀢𑀓𑀯𑀦𑁆𑀦𑁂𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀼 𑀓𑀭𑁃𑀦𑁆𑀦𑀺 𑀢𑀓𑀯𑁃𑀓𑁅𑀮𑀺
வண்துடுப்பாயப் பாம்பாய் விரலாய் வளைமுறியாய்,𑀯𑀡𑀺𑀢𑀼𑀝𑀼𑀧𑀺𑀧𑀸𑀬𑀧𑀺 𑀧𑀸𑀫𑀺𑀧𑀸𑀬𑀺 𑀯𑀺𑀭𑀮𑀸𑀬𑀺 𑀯𑀴𑁄𑀫𑀼𑀭𑁆𑀭𑀺𑀬𑀸𑀬𑀺
